,Name,Rarity,Price
9546,Prediction Princess Tarotrei,Common,1.93
9547,Prediction Ritual,Common,1.82
9548,Prominence Hand,Common,1.84
9549,Ra's Disciple,Ultra Rare,1.56
9550,Raidraptor - Blade Burner Falcon,Common,1.26
9551,Raidraptor - Napalm Dragonius,Common,1.27
9552,Rank-Up-Magic Admiration of the Thousands,Common,1.22
9553,Rank-Up-Magic Quick Chaos,Ultra Rare,1.37
9554,Reaper Scythe - Dreadscythe,Common,1.97
9555,Red Nova,Common,1.88
9556,Red-Eyes Black Dragon Sword,Common,1.35
9557,Red-Eyes Burn,Common,1.82
9558,Red-Eyes Spirit,Common,1.93
9559,Red-Eyes Transmigration,Common,1.31
9560,Relay Soul,Common,1.85
9561,Reverse Reuse,Common,1.24
9562,Rising Sun Slash,Common,1.78
9563,Ritual Sanctuary,Common,1.89
9564,Rocket Hermos Cannon,Common,1.24
9565,Roulette Spider,Common,1.29
9566,Sabatiel - The Philosopher's Stone,Common,1.28
9567,Scrum Force,Common,1.95
9568,Shadow Impulse,Common,1.2
9569,Shadow Toon,Ultra Rare,1.74
9570,Shooting Star,Common,1.25
9571,Snow Plow Hustle Rustle,Common,1.84
9572,Soul Charge,Common,2.25
9573,Special Schedule,Common,1.26
9574,The Blazing Mars,Common,1.85
9575,The Claw of Hermos,Ultra Rare,1.84
9576,The Despair Uranus,Common,1.92
9577,The Eye of Timaeus,Ultra Rare,8.81
9578,The Fang of Critias,Ultra Rare,1.64
9579,The Grand Jupiter,Common,1.23
9580,The Seal of Orichalcos,Ultra Rare,2.6
9581,The Suppression Pluto,Common,1.81
9582,The Tripper Mercury,Common,1.78
9583,Timaeus the Knight of Destiny,Ultra Rare,1.32
9584,Time Magic Hammer,Common,1.88
9585,Time Wizard of Tomorrow,Secret Rare,24.93
9586,Toon Ancient Gear Golem,Common,1.87
9587,Toon Briefcase,Ultra Rare,2.06
9588,Toon Kingdom,Ultra Rare,11.27
9589,Toon Mask,Ultra Rare,1.94
9590,Toon Rollback,Common,2.02
9591,Train Connection,Common,1.8
9592,Tyrant Burst Dragon,Common,1.8
9593,Tyrant Wing,Common,1.27
9594,Wiretap,Common,1.83
9595,Xyz Import,Secret Rare,2.96
9596,Zushin the Sleeping Giant,Common,1.19
9597,Amulet Dragon,Ultra Rare,2.26
9598,Berserker Soul,Ultra Rare,1.29
9599,Cipher Wing,Ultra Rare,1.32
9600,Cyber Angel Benten,Secret Rare,10.36
9601,Cyber Angel Dakini,Secret Rare,1.73
9602,Cyber Angel Idaten,Secret Rare,2.31
9603,Cyber Petit Angel,Ultra Rare,1.6
9604,Dark Magician Girl the Dragon Knight,Ultra Rare,7.52
9605,Doom Virus Dragon,Ultra Rare,1.35
9606,Flower Cardian Lightshower,Secret Rare,2.13
9607,Flower Cardian Paulownia,Ultra Rare,1.47
9608,Flower Cardian Paulownia with Phoenix,Ultra Rare,1.27
9609,Flower Cardian Pine,Secret Rare,1.78
9610,Flower Cardian Pine with Crane,Ultra Rare,1.27
9611,Flower Cardian Willow,Ultra Rare,1.55
9612,Flower Cardian Willow with Calligrapher,Ultra Rare,1.41
9613,Flower Cardian Zebra Grass,Ultra Rare,1.49
9614,Flower Cardian Zebra Grass with Moon,Ultra Rare,1.33
9615,Flower Gathering,Ultra Rare,1.54
9616,Galaxy Stealth Dragon,Secret Rare,2.04
9617,Galaxy-Eyes Cipher Dragon,Secret Rare,7.07
9618,Goddess Bow,Ultra Rare,1.29
9619,Guardian Dreadscythe,Ultra Rare,1.67
9620,Hand-Holding Genie,Ultra Rare,1.28
9621,Kuribandit,Ultra Rare,1.51
9622,Legend of Heart,Ultra Rare,1.79
9623,Legendary Knight Critias,Ultra Rare,1.32
9624,Legendary Knight Hermos,Ultra Rare,1.33
9625,Legendary Knight Timaeus,Ultra Rare,1.54
9626,Lord of the Red,Ultra Rare,1.75
9627,Machine Angel Ritual,Ultra Rare,1.59
9628,Mirror Force Dragon,Ultra Rare,1.76
9629,Mound of the Bound Creator,Ultra Rare,1.97
9630,Night Express Knight,Ultra Rare,1.84
9631,Number 100: Numeron Dragon,Secret Rare,3.76
9632,Number 24: Dragulas the Vampiric Dragon,Secret Rare,3.97
9633,Number 45: Crumble Logos the Prophet of Demolition,Secret Rare,3.19
9634,Number 51: Finisher the Strong Arm,Secret Rare,1.63
9635,Number 59: Crooked Cook,Ultra Rare,2.66
9636,Number 78: Number Archive,Ultra Rare,1.42
9637,Number 98: Antitopian,Secret Rare,2.01
9638,Odd-Eyes Mirage Dragon,Secret Rare,1.99
9639,Performapal Corn,Ultra Rare,1.3
9640,Performapal Uni,Ultra Rare,1.31
9641,Ra's Disciple,Ultra Rare,2.6
9642,Raidraptor - Blade Burner Falcon,Ultra Rare,1.5
9643,Raidraptor - Napalm Dragonius,Ultra Rare,1.52
9644,Reaper Scythe - Dreadscythe,Ultra Rare,1.41
9645,Red Nova,Secret Rare,1.75
9646,Red-Eyes Black Dragon Sword,Ultra Rare,1.87
9647,Red-Eyes Transmigration,Ultra Rare,1.62
9648,Relay Soul,Ultra Rare,1.25
9649,Ritual Sanctuary,Secret Rare,5.25
9650,Rocket Hermos Cannon,Ultra Rare,1.27
9651,Scrum Force,Ultra Rare,1.26
9652,Snow Plow Hustle Rustle,Ultra Rare,1.3
9653,Soul Charge,Ultra Rare,2.18
9654,Special Schedule,Ultra Rare,1.3
9655,The Blazing Mars,Secret Rare,1.54
9656,The Claw of Hermos,Ultra Rare,3.53
9657,The Despair Uranus,Secret Rare,1.53
9658,The Eye of Timaeus,Ultra Rare,8.23
9659,The Fang of Critias,Ultra Rare,2.03
9660,The Grand Jupiter,Secret Rare,1.5
9661,The Seal of Orichalcos,Ultra Rare,2.26
9662,The Suppression Pluto,Secret Rare,1.68
9663,The Tripper Mercury,Secret Rare,1.61
9664,Timaeus the Knight of Destiny,Ultra Rare,1.37
9665,Time Magic Hammer,Ultra Rare,1.29
9666,Tyrant Burst Dragon,Ultra Rare,1.29
9667,Tyrant Wing,Ultra Rare,1.32
9668,Wiretap,Ultra Rare,1.66
9669,Zushin the Sleeping Giant,Ultra Rare,1.28
9670,Armed Dragon LV3,Common,1.32
9671,Armed Dragon LV5,Common,1.31
9672,Bottomless Trap Hole,Common,1.37
9673,Card Destruction,Common,1.69
9674,Creature Swap,Common,1.39
9675,Dragon Mastery,Common,1.64
9676,Dragon Ravine,Common,2.63
9677,Dragon's Gunfire,Common,1.29
9678,Dragon's Rage,Common,1.36
9679,Dragunity Aklys,Super Rare,1.53
9680,Dragunity Arma Leyvaten,Ultra Rare,1.7
9681,Dragunity Arma Mystletainn,Super Rare,1.78
9682,Dragunity Brandistock,Common,1.27
9683,Dragunity Darkspear,Common,1.28
9684,Dragunity Dux,Common,1.48
9685,Dragunity Javelin,Common,1.28
9686,Dragunity Legionnaire,Common,1.3
9687,Dragunity Militum,Common,1.22
9688,Dragunity Primus Pilus,Common,1.27
9689,Dragunity Tribus,Common,1.2
9690,Final Attack Orders,Common,1.3
9691,Flying Kamakiri 1,Common,1.51
9692,Foolish Burial,Common,2.45
9693,Garuda the Wind Spirit,Common,2.03
9694,Hunter Owl,Common,1.26
9695,Icarus Attack,Common,1.98
9696,Legacy of Yata-Garasu,Common,2.16
9697,Mage Power,Common,1.55
9698,Masked Dragon,Common,1.87
9699,Mirror Force,Common,1.96
9700,Mist Valley Falcon,Common,1.28
9701,Monster Reincarnation,Common,1.3
9702,Relieve Monster,Common,1.31
9703,Spear Dragon,Common,1.66
9704,Spiritual Wind Art - Miyabi,Common,1.3
9705,Stamping Destruction,Common,1.3
9706,Twin-Headed Behemoth,Common,1.41
9707,United We Stand,Common,1.7
9708,Windstorm of Etaqua,Common,1.32
9709,Abyss Dweller,Ultra Rare,2.9
9710,Ally of Justice Catastor,Ultra Rare,2.03
9711,Anti-Spell Fragrance,Ultra Rare,1.79
9712,Artifact Lancea,Ultra Rare,3.2
9713,Ash Blossom & Joyous Spring,Ultra Rare,12.24
9714,Black Rose Dragon,Ultra Rare,1.45
9715,Book of Eclipse,Ultra Rare,2.6
9716,"Brionac, Dragon of the Ice Barrier",Ultra Rare,2.18
9717,Called by the Grave,Ultra Rare,4.29
9718,"Castel, the Skyblaster Musketeer",Ultra Rare,1.95
9719,Clear Wing Fast Dragon,Ultra Rare,1.84
9720,Cosmic Cyclone,Ultra Rare,3.46
9721,D.D. Crow,Ultra Rare,2.43
9722,Decode Talker,Ultra Rare,1.9
9723,Decode Talker Extended,Ultra Rare,1.89
9724,Denko Sekka,Ultra Rare,1.75
9725,Different Dimension Ground,Ultra Rare,1.58
9726,Dimensional Barrier,Ultra Rare,3.2
9727,Dinowrestler Pankratops,Ultra Rare,1.63
9728,Effect Veiler,Ultra Rare,5.4
9729,Forbidden Apocrypha,Ultra Rare,1.68
9730,"Gaia Saber, the Lightning Shadow",Ultra Rare,2.0
9731,"Gameciel, the Sea Turtle Kaiju",Ultra Rare,9.55
9732,Gate Blocker,Ultra Rare,1.81
9733,Ghost Belle & Haunted Mansion,Ultra Rare,3.54
9734,Ghost Ogre & Snow Rabbit,Ultra Rare,4.16
9735,Ghost Reaper & Winter Cherries,Ultra Rare,1.56
9736,Ghost Sister & Spooky Dogwood,Ultra Rare,1.77
9737,Heavy Storm Duster,Ultra Rare,1.6
9738,Inspector Boarder,Ultra Rare,1.6
9739,LANphorhynchus,Ultra Rare,1.92
9740,Lost Wind,Ultra Rare,1.78
9741,Majesty's Fiend,Ultra Rare,1.37
9742,Metaphys Horus,Ultra Rare,1.9
9743,Mind Control,Ultra Rare,1.69
9744,Number 101: Silent Honor ARK,Ultra Rare,1.77
9745,Red Blossoms from Underroot,Ultra Rare,1.54
9746,Red Reboot,Ultra Rare,1.36
9747,Royal Decree,Ultra Rare,1.76
9748,Saryuja Skull Dread,Ultra Rare,3.49
9749,Scarlight Red Dragon Archfiend,Ultra Rare,2.01
9750,Silent Graveyard,Ultra Rare,1.59
9751,Solemn Strike,Ultra Rare,2.26
9752,Spell Canceller,Ultra Rare,1.57
9753,Stardust Spark Dragon,Ultra Rare,2.12
9754,Super Polymerization,Ultra Rare,6.77
9755,There Can Be Only One,Ultra Rare,2.06
9756,Topologic Bomber Dragon,Ultra Rare,1.39
9757,Tornado Dragon,Ultra Rare,1.57
9758,"Trishula, Dragon of the Ice Barrier",Ultra Rare,1.9
9759,Typhoon,Ultra Rare,1.35
9760,Underclock Taker,Ultra Rare,1.91
9761,Vanity's Fiend,Ultra Rare,1.63
9762,Vermillion Dragon Mech,Ultra Rare,1.9
9763,Wave-Motion Cannon,Ultra Rare,2.13
9764,Wiretap,Ultra Rare,1.99
9765,Aria the Melodious Diva,Common,1.36
9766,Artifact Chakram,Common,1.2
9767,Artifact Lancea,Common,2.42
9768,Batteryman 9-Volt,Common,1.3
9769,Battleguard Howling,Common,1.17
9770,Battleguard King,Common,1.24
9771,Battleguard Rage,Common,1.28
9772,"Baxia, Brightness of the Yang Zing",Secret Rare,14.81
9773,"Baxia, Brightness of the Yang Zing",Ultimate Rare,14.43
9774,"Bi'an, Earth of the Yang Zing",Super Rare,1.9
9775,"Bixi, Water of the Yang Zing",Super Rare,1.67
9776,Breaker the Dark Magical Warrior,Rare,1.31
9777,"Castel, the Skyblaster Musketeer",Super Rare,1.52
9778,Chain Dispel,Common,1.23
9779,Chaos Seed,Common,1.32
9780,"Chiwen, Light of the Yang Zing",Ultra Rare,4.59
9781,"Cir, Malebranche of the Burning Abyss",Rare,1.82
9782,Cloudcastle,Common,1.21
9783,Curse of the Shadow Prison,Common,1.19
9784,"Dante, Traveler of the Burning Abyss",Secret Rare,16.67
9785,Deskbot 001,Common,1.3
9786,Djinn Demolisher of Rituals,Common,1.26
9787,Dogu,Rare,1.31
9788,Doomstar Magician,Ultra Rare,1.61
9789,Dracocension,Common,1.25
9790,Dragon Horn Hunter,Super Rare,1.84
9791,El Shaddoll Construct,Ultra Rare,2.76
9792,El Shaddoll Construct,Ultimate Rare,3.17
9793,El Shaddoll Winda,Ultra Rare,5.08
9794,Exchange of Night and Day,Common,1.27
9795,Face-Off,Rare,1.41
9796,Feast of the Wild LV5,Common,1.28
9797,"Felis, Lightsworn Archer",Ultra Rare,2.38
9798,Fishborg Doctor,Common,1.21
9799,Flash Knight,Rare,1.31
9800,Foucault's Cannon,Super Rare,1.38
9801,"Gaia, the Mid-Knight Sun",Common,1.3
9802,"Gaia, the Polar Knight",Common,1.6
9803,"Graff, Malebranche of the Burning Abyss",Rare,2.26
9804,Hippo Carnival,Common,1.31
9805,Hymn of Light,Common,1.32
9806,Hypnosister,Super Rare,1.35
9807,Magical Spring,Secret Rare,1.91
9808,Metaphys Armed Dragon,Common,1.27
9809,Mozarta the Melodious Maestra,Rare,1.81
9810,Nefarious Archfiend Eater of Nefariousness,Common,1.29
9811,Number 58: Burner Visor,Common,1.29
9812,Odd-Eyes Pendulum Dragon,Secret Rare,4.28
9813,Odd-Eyes Pendulum Dragon,Ultimate Rare,4.07
9814,Panzer Dragon,Rare,1.56
9815,Pendulum Back,Super Rare,1.33
9816,Performapal Hip Hippo,Common,1.19
9817,Performapal Kaleidoscorp,Rare,1.31
9818,Performapal Skeeter Skimmer,Common,1.19
9819,Performapal Sword Fish,Common,1.2
9820,Performapal Turn Toad,Rare,1.32
9821,Performapal Whip Snake,Rare,1.34
9822,Pilgrim Reaper,Common,1.41
9823,Pop-Up,Short Print,1.48
9824,"Pulao, Wind of the Yang Zing",Super Rare,1.41
9825,Raiza the Mega Monarch,Secret Rare,7.95
9826,Re-Cover,Common,1.19
9827,Resonance Insect,Common,2.1
9828,"Saffira, Queen of Dragons",Ultra Rare,2.26
9829,"Saffira, Queen of Dragons",Ultimate Rare,2.26
9830,"Samsara, Dragon of Rebirth",Super Rare,2.12
9831,Satellarknight Alsahm,Super Rare,2.07
9832,Satellarknight Altair,Rare,1.42
9833,Satellarknight Deneb,Ultra Rare,22.47
9834,Satellarknight Skybridge,Rare,4.6
9835,Satellarknight Unukalhai,Common,1.32
9836,Satellarknight Vega,Common,1.34
9837,"Scarm, Malebranche of the Burning Abyss",Rare,1.86
9838,Shaddoll Beast,Rare,1.94
9839,Shaddoll Core,Super Rare,2.23
9840,Shaddoll Dragon,Rare,1.81
9841,Shaddoll Falco,Rare,1.52
9842,Shaddoll Fusion,Super Rare,3.47
9843,Shaddoll Hedgehog,Common,1.31
9844,Shaddoll Squamata,Common,1.68
9845,Sinister Shadow Games,Ultra Rare,2.91
9846,Sonata the Melodious Diva,Common,1.29
9847,Spy-C-Spy,Short Print,1.27
9848,Stellarknight Alpha,Common,1.2
9849,Stellarknight Delteros,Secret Rare,5.26
9850,Stellarknight Delteros,Ultimate Rare,5.39
9851,Stellarknight Delteros,Ghost Rare,5.39
9852,Stellarnova Alpha,Ultra Rare,8.21
9853,Stellarnova Wave,Common,1.21
9854,"Suanni, Fire of the Yang Zing",Super Rare,2.17
9855,Superheavy Samurai Big Benkei,Rare,1.75
9856,Superheavy Samurai Blue Brawler,Common,1.3
9857,Superheavy Samurai Swordsman,Common,1.19
9858,That Six,Short Print,2.53
9859,The Agent of Entropy - Uranus,Common,1.35
9860,The Monarchs Stormforth,Common,1.34
9861,The Traveler and the Burning Abyss,Super Rare,1.55
9862,Time-Space Trap Hole,Secret Rare,8.17
9863,U.A. Mighty Slugger,Rare,1.59
9864,U.A. Perfect Ace,Rare,3.16
9865,U.A. Stadium,Common,1.57
9866,Wightprince,Short Print,1.65
9867,Yang Zing Creation,Ultra Rare,2.23
9868,Yang Zing Path,Secret Rare,2.54
9869,Yang Zing Prana,Common,1.25
9870,Yang Zing Unleashed,Common,1.21
9871,Deskbot 002,Super Rare,0.59
9872,Hexatellarknight,Super Rare,0.39
9873,Performapal Hip Hippo,Ultra Rare,0.77
9874,Shaddoll Hound,Super Rare,0.51
9875,Superheavy Samurai Soulfire Suit,Super Rare,0.49
9876,Wonder Balloons,Super Rare,1.65
9877,Yang Zing Unleashed,Ultra Rare,1.68
9878,Dragon Horn Hunter,Ultra Rare,2.12
9879,Ancient Rules,Rare,3.92
9880,Armed Ninja,Rare,4.54
9881,Babycerasaurus,Rare,28.62
9882,Black Stego,Rare,1.86
9883,Crimson Ninja,Rare,5.91
9884,Dark Factory of Mass Production,Rare,5.17
9885,Flying Kamakiri 1,Rare,1.99
9886,Fossil Dig,Rare,14.63
9887,Gorz the Emissary of Darkness,Rare,8.92
9888,Granmarg the Rock Monarch,Rare,1.81
9889,Howling Insect,Rare,6.52
9890,Insect Barrier,Rare,3.55
9891,Magic Drain,Rare,7.88
9892,Pinch Hopper,Rare,2.97
9893,Shining Angel,Rare,5.31
9894,Strike Ninja,Rare,2.75
9895,Ultimate Offering,Rare,5.89
9896,Ultimate Tyranno,Rare,1.79
9897,White Ninja,Rare,3.23
9898,Zombie World,Rare,12.95
9899,Arcane Barrier,Rare,1.93
9900,Arcanite Magician,Rare,14.36
9901,Armed Samurai - Ben Kei,Rare,13.18
9902,Command Knight,Rare,5.42
9903,"Defender, the Magical Knight",Rare,4.79
9904,Doom Dozer,Rare,12.2
9905,Fish Depth Charge,Rare,5.79
9906,Fuhma Shuriken,Rare,2.38
9907,Glorious Illusion,Rare,2.6
9908,Kabazauls,Rare,3.27
9909,Light-Imprisoning Mirror,Rare,8.44
9910,Mask Change,Rare,23.26
9911,Nobleman of Crossout,Rare,12.78
9912,Number 39: Utopia,Rare,18.68
9913,Precious Cards from Beyond,Rare,7.78
9914,Raiza the Storm Monarch,Rare,5.52
9915,Secret Village of the Spellcasters,Rare,9.21
9916,Shadow-Imprisoning Mirror,Rare,13.8
9917,"Shiny Black ""C""",Rare,6.59
9918,Tuningware,Rare,12.67
9919,Black Whirlwind,Rare,9.09
9920,Caius the Shadow Monarch,Rare,9.04
9921,Disturbance Strategy,Rare,7.88
9922,Enraged Battle Ox,Rare,9.25
9923,Fires of Doomsday,Rare,2.39
9924,Frost and Flame Dragon,Rare,4.16
9925,Gagaga Magician,Rare,4.69
9926,Gaia Soul the Combustible Collective,Rare,1.73
9927,Gogogo Golem,Rare,2.28
9928,Horn of the Phantom Beast,Rare,2.49
9929,Kurivolt,Rare,2.93
9930,Mirror Force,Rare,11.8
9931,Number 17: Leviathan Dragon,Rare,5.4
9932,Salamandra,Rare,1.93
9933,Skilled Dark Magician,Rare,4.96
9934,Solidarity,Rare,8.23
9935,Super-Nimble Mega Hamster,Rare,8.55
9936,Ultimate Baseball Kid,Rare,6.19
9937,Wonder Wand,Rare,3.04
9938,Zubaba Knight,Rare,1.81
9939,Beast Soul Swap,Rare,1.79
9940,Darkfall,Rare,4.2
9941,Doomkaiser Dragon,Rare,17.04
9942,"Endymion, the Master Magician",Rare,2.98
9943,Geargiano,Rare,5.19
9944,Generation Shift,Rare,2.76
9945,Giant Trap Hole,Rare,2.08
9946,Kasha,Rare,1.99
9947,Kuraz the Light Monarch,Rare,6.57
9948,Limiter Removal,Rare,6.93
9949,Machine Assembly Line,Rare,3.24
9950,"Rose, Warrior of Revenge",Rare,6.57
9951,Sabersaurus,Rare,2.68
9952,Stygian Dirge,Rare,9.91
9953,Supercharge,Rare,2.56
9954,The Supremacy Sun,Rare,2.28
9955,Thunder End Dragon,Rare,12.66
9956,Vampire Baby,Rare,6.32
9957,Vampire's Curse,Rare,11.99
9958,Victoria,Rare,4.36
9959,Blackwing - Sirocco the Dawn,Rare,4.47
9960,Book of Life,Rare,7.5
9961,Call of the Mummy,Rare,1.85
9962,Cyber End Dragon,Rare,8.45
9963,Delg the Dark Monarch,Rare,7.63
9964,Delta Crow - Anti Reverse,Rare,1.73
9965,Double Summon,Rare,6.61
9966,Fairy of the Spring,Rare,1.72
9967,Gagagigo the Risen,Rare,2.98
9968,"Gaia Knight, the Force of Earth",Rare,5.52
9969,Horus the Black Flame Dragon LV8,Rare,9.89
9970,Hyper Synchron,Rare,2.96
9971,Lord of D.,Rare,3.8
9972,Mezuki,Rare,4.22
9973,Quickdraw Synchron,Rare,5.13
9974,Silent Swordsman LV7,Rare,4.8
9975,Starlight Road,Rare,3.98
9976,Summon Limit,Rare,11.67
9977,Super-Ancient Dinobeast,Rare,2.41
9978,The Flute of Summoning Dragon,Rare,3.18
9979,Ancient Gear Golem,Rare,11.25
9980,Brotherhood of the Fire Fist - Dragon,Rare,8.76
9981,Brotherhood of the Fire Fist - Snake,Rare,9.3
9982,Catapult Turtle,Rare,3.4
9983,Cyber Summon Blaster,Rare,3.92
9984,DNA Surgery,Rare,16.39
9985,Dandylion,Rare,7.04
9986,Dark Magician Girl,Rare,161.01
9987,Fire Formation - Tenki,Rare,7.59
9988,Fire Formation - Tensen,Rare,4.41
9989,Geargiano Mk-II,Rare,8.66
9990,Gladiator Beast Essedarii,Rare,4.9
9991,Gold Sarcophagus,Rare,10.79
9992,"Grapha, Dragon Lord of Dark World",Rare,24.24
9993,Penguin Soldier,Rare,11.28
9994,Photon Booster,Rare,3.05
9995,Scrap-Iron Scarecrow,Rare,4.64
9996,Solemn Warning,Rare,9.67
9997,The World Tree,Rare,7.48
9998,Torrential Tribute,Rare,4.76
9999,Big Shield Gardna,Rare,5.07
10000,Blackwing - Bora the Spear,Rare,6.21
10001,Blade Knight,Rare,5.08
10002,Blue-Eyes White Dragon,Rare,44.36
10003,Colossal Fighter,Rare,10.57
10004,Compulsory Evacuation Device,Rare,4.04
10005,Giant Rat,Rare,3.97
10006,Krebons,Rare,3.94
10007,Kuriboh,Rare,5.55
10008,Legendary Jujitsu Master,Rare,5.53
10009,Mystic Tomato,Rare,4.69
10010,Mystical Space Typhoon,Rare,8.86
10011,Penguin Soldier,Rare,5.05
10012,Sakuretsu Armor,Rare,12.24
10013,Scapegoat,Rare,5.27
10014,Soul Taker,Rare,5.46
10015,Swords of Revealing Light,Rare,4.22
10016,Threatening Roar,Rare,4.5
10017,Trap Hole,Rare,2.02
10018,Zaborg the Thunder Monarch,Rare,4.78
10019,Blackwing - Kalut the Moon Shadow,Rare,13.43
10020,Dark Magician,Rare,61.33
10021,Exodia the Forbidden One,Rare,24.52
10022,Fairy Box,Rare,5.93
10023,Fusion Gate,Rare,6.4
10024,Gravekeeper's Spy,Rare,11.94
10025,Hanewata,Rare,3.56
10026,Icarus Attack,Rare,9.93
10027,Inmato,Rare,6.84
10028,Left Arm of the Forbidden One,Rare,23.02
10029,Left Leg of the Forbidden One,Rare,12.99
10030,Mobius the Frost Monarch,Rare,12.29
10031,Morphing Jar #2,Rare,6.6
10032,Mother Grizzly,Rare,1.89
10033,Nobleman of Extermination,Rare,14.95
10034,Pyramid Turtle,Rare,4.98
10035,Right Arm of the Forbidden One,Rare,26.57
10036,Right Leg of the Forbidden One,Rare,20.75
10037,Rite of Spirit,Rare,15.84
10038,Royal Tribute,Rare,12.29
10039,Thought Ruler Archfiend,Rare,8.8
10040,Call of the Haunted,Rare,4.99
10041,Dangerous Machine Type-6,Rare,2.67
10042,Elemental HERO Neos,Rare,5.25
10043,"Enishi, Shien's Chancellor",Rare,1.89
10044,Giant Germ,Rare,4.01
10045,Iron Blacksmith Kotetsu,Rare,4.64
10046,Jinzo,Rare,22.59
10047,Junk Synchron,Rare,4.11
10048,Junk Warrior,Rare,3.19
10049,Light of Judgment,Rare,2.31
10050,Magic Cylinder,Rare,5.34
10051,Magical Mallet,Rare,4.55
10052,Messenger of Peace,Rare,6.82
10053,Salvage,Rare,3.25
10054,Super Solar Nutrient,Rare,2.94
10055,Super Vehicroid - Stealth Union,Rare,3.46
10056,Thestalos the Firestorm Monarch,Rare,2.31
10057,UFO Turtle,Rare,1.8
10058,Winged Kuriboh,Rare,8.22
10059,Axe of Despair,Common,4.71
10060,Enemy Controller,Common,4.98
10061,Lightning Vortex,Common,4.33
10062,Man-Eater Bug,Common,17.82
10063,Nimble Momonga,Common,32.25
10064,Breath of Light,Super Rare,59.99
10065,Buster Blader,Super Rare,3.35
10066,Thousand-Eyes Restrict,Super Rare,5.54
10067,Time Wizard,Super Rare,4.99
10068,Dark Necrofear,Super Rare,4.22
10069,Dark Necrofear,Super Rare,0.81
10070,The Masked Beast,Super Rare,19.56
10071,Necrovalley,Rare,12.49
10072,Machine King,Super Rare,0.76
10073,Restructer Revolution,Super Rare,0.56
10074,Toon Gemini Elf,Super Rare,17.93
10075,Last Day of Witch,Super Rare,2.6
10076,Clock Tower Prison,Rare,1.35
10077,Cyclone Blade,Common,1.31
10078,D - Chain,Common,1.33
10079,D - Counter,Super Rare,1.85
10080,D - Shield,Common,1.48
10081,D - Spirit,Common,1.33
10082,D - Time,Common,1.28
10083,Dark City,Common,1.26
10084,Destiny Draw,Ultra Rare,7.57
10085,Destiny HERO - Blade Master,Common,1.31
10086,Destiny HERO - Captain Tenacious,Common,1.48
10087,Destiny HERO - Dasher,Common,1.65
10088,Destiny HERO - Defender,Rare,1.95
10089,Destiny HERO - Diamond Dude,Common,1.3
10090,Destiny HERO - Dogma,Rare,1.33
10091,Destiny HERO - Doom Lord,Common,1.63
10092,Destiny HERO - Double Dude,Rare,1.41
10093,Destiny HERO - Dreadmaster,Rare,1.53
10094,Destiny HERO - Fear Monger,Rare,1.77
10095,Destiny HERO - Malicious,Ultra Rare,29.78
10096,Destiny Mirage,Common,1.23
10097,Destiny Signal,Common,1.27
10098,Destruction of Destiny,Common,1.31
10099,Elemental HERO Phoenix Enforcer,Rare,2.35
10100,Elemental HERO Shining Phoenix Enforcer,Super Rare,3.59
